rainfall_mm,rolling_rainfall_24h,rolling_rainfall_72h,soil_moisture_pct,slope_angle_deg,elevation_m,avg_neighbor_risk,landslide_occurred
140.35,176.07,198.62,51.39,47.02,1748.78,51.17,1
75.85,146.47,268.5,38.05,7.63,1505.21,11.81,0
36.15,102.16,219.67,33.31,32.8,197.6,52.26,0
70.76,104.3,199.63,31.66,22.51,407.89,33.32,1
18.73,87.47,158.26,28.52,23.17,411.75,25.38,0
166.99,206.2,251.54,50.34,46.57,195.9,45.49,1
43.77,83.44,166.5,27.91,45.13,377.57,30.71,1
56.63,85.45,189.88,30.18,33.15,1943.51,27.56,0
159.91,277.04,401.18,62.22,17.83,1444.42,56.07,1
148.55,257.65,308.64,53.38,27.35,758.54,31.64,1
86.51,110.5,174.08,42.87,24.19,1697.05,19.5,0
182.07,214.05,279.01,58.59,21.62,1102.32,28.28,1
33.65,88.06,117.04,42.05,9.83,427.15,5.09,0
86.53,148.23,304.77,64.66,30.53,1874.78,41.3,1
33.87,50.87,215.75,35.81,19.19,810.39,36.4,0
135.19,154.9,202.61,35.9,36.06,1512.78,31.95,1
132.31,194.14,397.27,71.42,20.0,716.66,30.81,1
189.77,200.41,272.58,45.28,25.26,1125.14,37.94,1
69.32,93.49,216.61,54.57,7.46,1741.69,20.28,0
221.32,297.37,416.15,49.65,51.65,455.72,70.22,1
31.68,105.35,117.67,43.69,28.86,2055.64,22.5,0
66.83,179.75,264.94,56.8,6.14,286.92,21.47,0
32.59,170.77,216.39,44.82,30.44,1191.32,33.3,1
78.99,294.43,313.41,38.95,45.91,1936.25,51.76,1
34.87,66.12,158.52,51.31,41.31,1994.1,33.53,1
135.41,160.97,274.36,64.38,37.94,602.61,38.91,1
94.21,150.13,206.5,55.36,11.55,430.77,7.62,0
29.56,41.5,130.28,17.91,35.91,1562.59,26.8,0
116.55,150.98,311.82,63.79,41.02,231.85,53.72,1
174.42,220.82,292.77,46.18,31.9,1096.22,47.9,1
100.04,159.01,192.85,36.7,46.96,1702.89,38.87,0
22.85,86.37,216.63,46.59,18.02,1242.5,37.45,0
62.55,96.15,161.45,36.48,16.38,516.63,21.71,0
108.19,121.98,175.76,53.52,45.87,1099.74,30.0,1
58.52,75.3,144.14,38.46,34.39,1946.49,18.23,0
31.35,36.57,103.92,25.11,5.07,1353.57,20.58,0
144.91,171.24,195.45,59.14,21.6,1556.91,24.63,1
56.78,68.44,165.58,61.17,45.32,805.71,29.9,1
174.48,202.36,298.48,49.37,6.28,517.54,8.08,1
47.63,103.15,173.18,47.92,5.15,648.5,12.91,0
54.48,68.59,160.42,44.24,18.22,1189.7,26.2,0
44.96,89.45,207.15,51.33,47.96,696.43,38.73,1
61.82,95.13,190.45,37.65,47.37,1206.83,34.28,1
93.23,146.67,198.99,38.18,29.38,1530.19,28.16,0
32.67,95.35,140.38,24.96,31.0,1582.07,39.08,1
27.96,59.65,279.4,75.49,20.6,471.14,22.17,1
16.36,58.09,154.81,37.84,16.46,1613.34,16.35,0
14.51,47.93,122.64,36.43,43.32,1461.74,44.87,0
23.08,51.66,161.69,31.96,10.0,173.41,22.08,0
47.4,70.54,127.29,41.67,27.91,264.8,27.72,0
78.05,136.7,267.67,41.67,34.82,1410.19,35.78,0
89.96,189.85,255.69,45.2,9.87,898.22,25.34,0
75.69,167.74,188.12,36.12,29.42,434.9,27.46,0
162.59,175.44,253.09,48.54,32.14,236.57,31.39,1
194.05,292.71,334.11,54.49,39.9,460.83,40.36,1
56.97,75.7,148.03,41.86,16.04,2017.15,27.0,0
33.1,79.52,146.14,50.29,18.79,1568.75,21.75,0
229.48,282.12,384.61,52.8,31.77,1179.03,50.42,1
141.89,151.66,332.14,43.55,51.21,1986.0,56.85,1
135.56,171.84,295.64,46.54,15.22,1357.27,34.83,1
46.02,148.81,245.38,64.77,51.34,1565.01,47.17,1
118.35,121.6,209.45,62.96,38.57,701.17,35.0,1
76.09,254.73,353.19,54.96,43.83,1298.51,46.26,1
65.91,70.83,238.97,59.4,9.21,429.78,12.14,0
65.83,117.5,226.62,48.95,19.12,938.74,19.49,0
95.98,106.26,126.94,50.86,7.71,214.82,11.23,0
165.79,223.52,266.37,39.76,22.46,572.42,20.63,0
240.8,330.12,473.89,63.05,51.12,295.99,55.16,1
51.98,125.43,220.66,52.15,9.95,906.17,30.86,0
78.95,160.82,327.13,47.28,31.43,1793.92,45.19,1
64.78,98.32,217.78,47.86,5.29,886.97,15.89,0
91.96,194.27,280.47,42.58,38.5,1771.7,62.31,0
59.37,212.16,297.5,51.21,14.27,1430.17,17.69,0
42.15,86.84,143.09,36.8,11.09,1143.58,25.19,0
52.03,82.58,153.87,23.65,20.84,611.94,23.15,0
46.52,67.73,103.37,49.76,41.24,1948.2,38.78,0
62.64,132.82,181.12,51.88,10.01,255.69,20.46,0
24.53,109.08,150.05,48.73,15.8,1493.38,5.76,0
47.17,77.73,157.48,51.84,5.4,1361.42,15.81,0
91.39,208.8,268.99,54.13,50.52,1010.03,53.17,1
90.96,157.09,183.21,47.87,32.83,618.63,15.9,0
81.92,126.22,236.43,31.03,38.84,989.86,56.59,1
157.13,210.04,273.91,41.56,35.62,1851.91,44.4,1
93.71,110.94,239.42,45.69,11.79,1781.69,30.4,0
154.04,223.67,329.9,79.27,32.96,1985.69,35.2,1
240.9,259.2,493.18,53.43,11.18,750.2,49.22,0
120.21,147.63,227.78,61.27,23.86,904.85,40.11,0
24.63,63.99,120.94,40.95,31.74,186.52,30.14,0
84.06,221.28,269.1,54.42,31.27,1988.75,38.87,1
76.19,126.02,242.49,40.13,10.6,792.31,17.4,0
174.31,194.31,317.09,46.89,6.62,938.12,26.02,1
64.21,117.26,198.27,59.51,42.52,1920.22,36.28,1
37.91,101.26,195.24,34.72,39.12,1176.87,42.69,0
49.18,143.33,289.35,48.97,8.85,1254.04,20.21,0
25.42,66.31,185.94,30.93,10.99,493.65,25.06,0
2.64,25.4,122.36,25.23,46.95,1122.39,30.64,0
217.96,379.38,416.1,61.13,41.15,1940.51,53.8,1
70.22,123.36,172.54,43.95,51.82,1239.5,48.96,1
27.49,47.6,112.77,37.16,16.94,647.48,12.99,0
183.8,224.41,292.05,50.45,27.93,210.8,43.86,1
202.6,230.03,282.2,40.64,16.11,805.79,35.26,0
77.92,175.94,224.24,57.95,34.27,1266.55,35.21,1
23.51,86.43,155.74,45.3,10.42,233.1,27.23,0
50.05,82.41,170.91,26.3,10.98,1339.1,20.03,0
59.54,144.12,251.68,46.76,8.38,1170.66,32.72,0
71.82,109.93,134.57,26.23,37.6,1677.7,47.0,0
30.41,70.3,130.84,51.54,28.22,206.33,24.82,0
126.34,148.55,175.38,54.36,34.03,1672.65,38.73,0
9.93,31.98,112.37,51.25,46.33,1165.71,31.12,0
139.1,293.55,373.18,56.34,39.8,872.53,43.6,1
157.28,239.15,314.93,56.39,26.7,2032.5,38.08,1
53.67,59.95,129.06,37.06,51.26,462.23,29.54,1
66.35,84.25,145.5,41.72,26.44,1205.58,19.28,0
169.27,183.88,259.86,52.07,10.29,775.91,30.39,0
105.61,149.24,258.31,42.44,51.65,1178.6,46.26,1
55.04,84.7,148.75,49.16,6.07,1226.94,20.48,0
59.76,171.13,209.32,45.36,30.84,324.42,36.6,0
96.32,128.31,222.13,58.99,19.53,1439.21,43.19,1
206.26,350.47,473.71,66.05,28.67,1387.24,56.92,1
61.06,100.08,137.03,55.1,31.26,1650.46,37.95,0
53.85,218.82,251.98,70.31,16.28,326.78,31.88,0
71.49,106.96,143.04,58.93,31.17,729.65,31.92,1
71.77,107.8,183.16,54.95,40.53,1417.72,47.38,1
85.69,166.31,354.18,61.08,17.53,416.63,42.43,1
66.5,139.17,310.84,53.77,23.02,1471.32,38.81,0
144.2,156.52,250.51,42.83,17.61,265.1,31.0,1
35.69,80.12,115.6,46.85,43.57,803.12,39.12,0
91.89,121.33,291.93,61.12,39.07,1801.09,39.97,1
94.22,122.01,297.58,67.88,45.95,1659.87,44.18,1
38.21,82.48,129.45,41.45,12.99,1407.28,28.91,0
91.31,124.35,205.33,42.77,8.46,1847.39,35.39,0
95.81,143.67,266.56,52.84,10.61,1533.08,18.93,0
5.72,22.88,181.24,62.74,12.57,1162.78,15.78,0
33.07,42.62,116.74,20.84,30.05,2060.45,35.93,0
177.86,260.64,390.49,62.63,50.63,1504.97,63.93,1
45.38,137.06,236.32,47.79,21.79,1322.67,36.21,0
27.44,106.69,202.86,37.97,50.05,947.3,52.42,0
13.9,56.68,147.87,26.96,6.8,1909.7,13.24,0
30.67,61.7,254.46,43.71,48.56,726.63,50.86,1
64.57,89.3,173.05,56.76,13.51,167.98,23.1,0
25.81,46.73,153.16,30.22,47.89,533.64,33.35,0
106.48,145.54,338.93,52.3,7.64,363.56,32.53,1
37.68,127.82,238.56,58.53,49.57,772.04,57.53,1
86.11,109.08,167.66,53.43,14.44,1760.46,18.56,0
162.6,252.85,331.46,72.23,19.23,1420.48,37.62,1
156.48,166.57,216.39,51.23,28.07,479.51,34.73,1
85.15,134.88,212.72,64.44,22.89,1688.2,27.41,0
29.05,86.61,160.79,29.2,36.37,1133.23,39.3,0
67.66,94.67,159.31,48.66,50.82,1149.79,37.0,0
86.98,103.11,194.36,53.74,33.5,856.12,45.34,1
267.68,343.05,371.37,54.49,38.91,1836.0,56.21,1
13.76,56.79,273.42,54.9,9.14,770.74,18.49,0
67.82,265.67,340.74,42.75,34.51,333.57,59.84,1
104.09,195.18,276.36,56.72,26.33,740.32,37.87,1
75.29,166.87,335.87,45.18,46.63,1544.94,47.39,1
80.89,83.2,193.06,49.49,23.25,1432.28,37.26,0
39.45,62.82,126.51,29.92,36.93,516.63,35.61,0
124.98,139.34,208.34,47.44,15.72,367.98,10.88,0
71.8,76.65,219.82,57.42,17.19,1438.69,22.6,1
80.69,121.13,275.31,58.42,22.68,1468.93,36.49,0
133.25,207.32,266.97,62.02,19.29,863.99,14.32,0
56.24,73.91,240.69,39.36,16.93,1793.46,28.89,0
151.31,156.55,186.55,44.82,7.33,2057.5,19.66,0
25.07,44.13,223.18,40.57,44.33,551.01,33.87,1
83.75,120.47,220.69,49.57,8.02,1275.28,23.53,0
37.58,72.19,237.8,38.29,46.71,160.43,45.92,1
30.26,72.27,188.61,49.98,10.9,1540.46,11.15,0
204.83,261.52,323.48,56.93,8.07,957.85,36.46,1
26.21,67.43,144.76,26.12,31.46,526.87,36.44,0
72.74,149.71,213.06,48.02,28.61,1616.83,30.83,0
24.51,42.49,95.22,46.61,28.09,1730.77,22.41,0
145.64,179.11,286.32,61.12,32.0,366.77,46.49,1
52.29,115.84,139.78,50.13,18.49,229.94,19.97,0
132.81,184.23,258.81,51.04,36.16,801.45,25.66,1
101.86,235.07,321.69,45.24,28.61,1370.68,45.19,1
244.29,262.97,287.73,76.62,20.73,1697.17,27.51,1
20.39,84.75,183.52,53.37,43.85,1214.82,36.95,0
32.85,57.31,173.41,42.22,39.2,1282.46,48.19,0
128.41,150.59,257.29,30.67,23.5,1709.72,32.32,0
86.4,173.79,279.6,60.53,44.84,1181.24,47.89,1
59.16,100.02,187.91,46.04,48.25,1341.75,47.12,1
217.64,268.41,312.13,72.93,30.23,1156.62,45.59,1
69.37,95.47,281.12,60.97,15.1,1866.89,22.79,0
38.71,66.12,75.99,50.93,48.04,609.26,34.04,0
133.81,143.15,216.48,33.05,13.91,664.79,24.87,1
70.95,118.77,180.53,55.96,7.28,399.52,20.08,0
74.71,91.09,177.6,48.88,20.39,1747.96,27.87,0
107.36,144.62,195.59,51.6,39.17,952.97,58.87,1
110.01,186.92,334.45,52.12,48.39,828.39,44.71,1
32.49,39.18,68.67,35.88,34.95,2063.63,33.96,0
56.79,288.92,345.9,54.66,49.74,1957.27,65.25,1
22.69,44.47,115.79,28.14,9.34,2045.38,18.23,0
87.24,125.35,232.76,44.86,7.86,427.48,16.97,0
202.64,253.37,361.09,70.42,33.4,1887.94,60.44,1
33.58,54.72,190.1,37.44,50.41,790.98,26.97,0
19.1,47.34,172.18,27.86,28.63,174.68,24.62,0
43.6,132.93,206.99,34.4,7.42,913.03,29.35,0
58.8,129.99,260.43,46.35,15.4,1142.93,25.81,1
110.63,144.66,219.22,67.39,16.51,361.03,39.12,1
54.56,96.16,124.14,34.71,20.88,1198.47,9.74,0
88.27,134.62,164.77,33.32,7.05,1747.95,7.69,0
48.46,110.83,180.85,56.99,47.53,886.42,37.83,0
61.08,126.67,168.21,55.91,29.23,837.66,33.49,0
37.72,102.08,179.57,19.72,36.53,810.68,33.61,1
28.98,58.77,185.69,44.04,8.16,1950.03,14.9,0
113.13,158.37,224.31,51.11,7.54,245.08,32.71,1
50.94,133.85,154.93,47.65,32.56,1017.9,43.27,1
92.46,253.62,364.95,51.81,46.7,665.97,52.08,1
37.26,81.55,143.33,58.29,29.84,1892.92,14.97,0
69.67,96.22,167.5,29.78,46.26,337.3,23.06,0
10.18,30.96,282.08,39.24,43.12,952.31,48.94,1
53.72,118.44,253.91,40.04,8.57,943.29,29.43,0
40.38,49.26,203.12,42.74,14.49,1882.37,24.43,0
142.06,207.23,274.23,55.36,35.91,570.21,41.55,1
25.36,91.35,312.12,51.74,25.84,1407.55,32.48,1
62.85,90.21,137.2,27.87,18.66,412.09,26.73,0
86.54,136.44,164.77,42.21,24.68,2010.25,40.59,0
130.01,164.95,407.51,52.28,25.92,1306.38,28.38,1
119.07,130.83,152.27,59.48,47.8,1371.2,39.48,1
66.33,128.16,190.16,43.54,9.86,995.86,12.42,0
72.82,130.74,243.07,49.13,18.15,817.45,17.2,0
141.98,171.18,238.71,60.27,30.27,564.72,27.02,1
65.46,224.98,279.54,66.43,37.82,1327.78,46.69,0
78.1,119.97,203.79,50.34,34.64,2011.4,39.31,0
144.85,150.8,231.5,39.52,49.26,851.59,58.6,1
264.63,350.52,440.21,80.83,42.39,1872.16,58.52,1
82.57,155.21,317.13,64.08,31.18,440.11,28.43,1
97.61,176.29,292.3,62.19,15.09,1975.45,29.07,0
116.87,134.11,206.81,73.8,26.19,833.45,20.13,0
144.0,192.92,289.58,60.48,37.59,890.47,34.62,1
132.02,173.35,179.8,57.78,44.38,1052.54,44.76,1
45.74,82.04,157.85,61.56,50.11,1550.58,43.46,1
86.21,187.73,288.96,47.23,33.46,1553.32,46.45,1
132.58,174.9,225.97,41.94,29.77,1085.2,31.95,1
162.73,192.78,256.04,55.38,5.83,1170.15,29.03,0
62.93,92.73,228.6,47.8,8.39,208.52,18.87,0
84.86,100.89,141.95,64.25,12.34,743.38,26.98,0
91.29,136.78,274.7,61.77,7.57,824.73,27.9,0
71.21,178.0,371.99,61.46,23.84,1239.52,40.55,1
83.43,115.51,179.89,55.7,20.83,1238.68,27.69,0
350.0,400.96,442.46,74.31,34.96,1534.3,54.01,1
61.13,96.99,149.79,51.96,30.18,1548.2,42.11,0
64.44,103.39,289.71,49.02,33.01,608.66,43.5,0
17.26,92.17,132.02,32.57,27.18,1651.86,26.2,0
14.64,30.47,72.04,26.19,18.05,188.23,14.33,0
95.47,105.34,126.48,56.05,49.78,1546.52,46.1,1
132.92,218.9,281.34,52.55,9.06,349.02,32.2,0
118.11,144.85,236.27,57.12,49.13,1572.81,45.01,1
37.18,67.52,239.98,41.34,19.63,1177.88,20.53,0
113.81,295.97,362.02,53.26,29.1,1002.65,37.39,1
63.74,136.06,246.4,41.89,10.12,1496.8,23.08,0
53.3,72.84,126.35,38.49,8.33,220.92,25.27,0
23.25,113.36,149.84,60.24,25.19,585.77,24.35,0
40.82,114.33,273.56,34.9,39.86,1352.06,39.68,1
96.9,97.48,187.34,59.98,17.66,1802.07,10.56,0
85.62,132.37,248.14,64.37,31.43,893.16,49.58,1
77.55,94.14,182.41,59.86,18.1,654.58,29.09,0
9.04,47.91,75.4,39.38,23.26,1161.54,25.98,0
78.08,239.58,374.97,71.94,47.6,1363.51,64.38,1
45.23,122.36,173.78,37.49,45.22,969.2,38.85,0
86.02,170.42,277.29,41.0,29.25,1859.59,39.03,1
146.67,182.58,220.5,46.72,16.19,1170.71,38.16,0
50.29,134.96,174.83,51.09,14.08,219.86,23.0,1
74.32,96.77,150.85,34.16,49.84,584.96,45.92,0
216.86,263.17,308.57,61.42,14.53,1028.76,38.82,1
83.24,157.91,193.27,34.05,42.98,1510.56,45.43,0
68.29,141.39,380.43,54.32,22.34,578.52,40.91,0
37.66,48.19,129.99,25.11,51.33,2053.7,40.27,0
115.79,254.62,279.65,67.04,22.3,771.19,40.58,1
32.79,51.59,88.3,38.15,21.52,1188.34,25.74,0
150.64,354.16,401.63,67.72,34.96,186.98,60.44,1
105.59,181.82,241.32,51.27,50.19,1875.54,52.62,1
46.41,118.16,238.77,63.31,50.88,1688.23,53.21,1
38.64,58.94,150.37,37.57,38.24,531.14,30.65,0
39.35,67.05,147.56,51.51,40.47,1969.81,30.7,0
14.9,146.37,175.52,48.65,31.48,765.89,38.3,0
94.0,214.27,323.36,59.1,40.52,1499.76,43.97,1
10.32,47.03,74.84,46.0,45.41,1747.0,32.69,0
65.36,99.65,170.68,48.84,27.85,1594.78,40.54,0
62.49,97.59,192.73,48.99,34.13,1939.29,44.7,1
55.06,145.59,242.71,60.1,30.25,1835.34,38.77,1
93.59,178.19,266.01,42.89,31.44,2089.49,36.44,0
46.5,101.99,192.06,50.77,46.83,506.09,41.52,0
78.22,124.87,210.58,44.26,21.71,744.29,35.76,0
150.62,187.0,219.43,50.25,14.78,1390.64,25.04,1
100.77,293.81,325.06,59.45,26.45,1579.44,35.78,1
51.67,63.46,191.24,60.39,14.78,1192.48,32.94,1
69.71,100.37,229.21,29.49,28.42,294.16,35.7,0
55.1,107.82,147.33,28.56,47.46,1791.11,34.91,0
61.88,71.37,160.02,31.94,34.02,2023.7,36.24,0
79.81,105.97,205.44,41.91,45.21,940.76,50.3,1
22.34,182.46,263.03,62.28,12.81,588.38,19.35,0
17.97,98.72,237.12,49.87,47.34,187.66,44.58,1
35.21,61.19,121.89,50.73,33.28,612.73,27.14,0
96.45,121.76,185.88,60.3,6.49,1514.84,21.45,0
104.99,116.87,256.11,42.92,34.76,1927.6,45.12,1
114.97,144.09,177.18,29.95,49.72,332.35,38.71,1
36.31,99.16,224.14,23.99,8.72,1228.86,10.1,0
74.04,129.32,305.95,59.68,32.38,1506.29,50.63,1
52.82,83.23,190.83,55.29,48.03,688.94,34.17,0
63.67,82.22,159.11,48.41,5.46,1261.3,17.38,0
52.15,88.15,122.23,39.72,34.65,1544.73,28.9,0
82.81,118.18,206.56,40.38,27.32,1783.55,33.18,1
42.32,115.96,166.09,58.77,21.31,1032.37,38.45,0
140.46,190.03,257.14,36.14,34.49,1608.32,64.29,1
141.23,185.96,284.53,58.19,7.48,738.48,12.76,0
94.54,190.57,236.34,42.68,40.39,565.44,49.83,0
130.48,250.01,287.76,37.09,5.21,515.26,23.46,0
21.59,76.38,133.53,40.38,19.43,849.8,30.05,0
145.5,201.29,367.06,53.37,28.69,219.97,52.4,1
88.8,126.8,226.51,55.05,22.72,701.83,41.9,1
44.24,64.3,113.97,50.32,19.45,1421.83,22.5,0
40.99,118.77,171.88,47.29,44.05,1413.44,32.2,0
176.07,243.6,392.98,75.31,48.94,293.43,66.26,1
116.12,156.58,187.65,52.02,46.06,710.46,42.66,0
62.51,112.19,276.05,44.86,29.55,1260.64,36.57,1
21.37,113.08,157.75,42.88,46.56,771.18,35.95,0
150.05,252.38,412.53,65.49,48.28,965.08,67.96,1
29.17,31.63,158.94,28.95,24.23,1539.98,39.29,0
53.5,78.03,119.17,57.62,18.32,168.07,10.37,0
62.45,102.81,219.31,50.5,9.62,688.97,27.19,0
40.52,56.52,82.6,52.92,27.52,427.63,19.73,0
60.53,111.19,252.64,55.74,49.48,398.84,36.9,1
69.0,94.65,135.15,38.45,31.36,2020.13,30.14,1
59.67,111.6,253.24,50.33,36.38,884.29,34.15,1
85.5,111.82,144.3,44.8,10.31,1177.82,5.0,0
180.03,207.31,249.59,51.22,11.75,1580.95,19.51,0
22.3,73.95,260.6,58.77,26.83,242.52,27.42,0
77.03,157.18,263.02,61.13,49.71,619.99,44.38,1
29.43,94.19,139.24,24.26,21.96,1772.69,13.01,0
20.44,61.07,154.7,50.28,46.24,1830.88,36.19,0
124.4,130.98,223.38,60.65,10.65,877.25,17.44,0
81.42,108.14,177.47,39.77,34.0,880.98,36.72,1
19.3,43.6,135.49,47.91,33.23,1625.95,34.85,1
60.49,130.94,281.28,65.04,45.41,725.39,50.43,1
35.28,82.25,207.57,42.34,5.16,378.33,16.78,0
61.97,110.25,218.82,45.49,13.93,652.19,22.67,0
107.36,128.26,172.48,52.27,15.33,905.32,15.43,0
100.55,205.67,237.88,48.57,49.65,251.8,41.13,1
52.42,100.45,176.99,39.25,12.22,1083.43,26.24,0
128.02,147.81,274.72,50.01,6.74,1593.01,10.57,0
157.86,178.95,197.25,58.21,30.12,1151.8,32.22,1
108.48,161.82,221.23,46.87,29.84,290.2,31.91,0
46.3,65.42,169.85,33.38,44.67,1008.29,44.33,0
63.39,87.96,250.06,44.59,49.6,1532.36,37.11,1
176.6,191.87,203.75,56.86,30.31,263.29,33.57,0
55.24,125.29,201.52,41.54,48.71,266.7,47.08,0
100.75,120.29,177.13,46.95,39.08,872.67,21.5,0
40.1,157.0,237.58,29.9,17.43,530.18,19.68,0
128.58,186.86,295.58,62.37,48.64,1972.82,50.62,1
36.66,51.88,76.06,34.47,36.37,1283.62,31.64,0
65.3,129.64,172.51,40.85,24.46,710.28,29.08,0
98.5,203.74,250.07,42.84,36.97,1524.31,45.42,1
198.6,237.87,301.93,55.92,23.86,881.11,28.33,1
80.44,194.04,339.35,62.63,10.37,407.63,18.96,0
57.68,116.76,157.16,40.25,38.79,612.6,35.74,1
54.66,80.34,132.24,35.02,43.73,1403.36,26.32,0
125.12,286.9,318.33,73.69,39.25,251.16,40.5,1
93.48,105.03,169.45,47.7,15.77,681.74,29.63,1
106.02,138.14,206.34,59.21,49.96,556.21,46.97,1
169.09,209.71,281.24,42.87,6.19,542.21,20.26,1
72.2,216.28,474.83,70.15,20.64,1481.39,42.41,0
89.28,160.47,286.76,53.29,17.22,1760.34,36.81,1
54.14,117.09,195.32,26.16,7.26,1545.94,20.7,0
38.94,61.35,169.03,33.66,24.07,1409.17,17.4,0
44.84,82.96,138.06,37.33,34.29,1937.08,15.34,0
6.69,32.88,263.17,51.82,46.48,263.87,62.68,1
97.87,159.31,288.89,59.32,51.52,476.59,42.8,1
91.52,185.66,305.2,40.35,42.98,958.09,52.9,1
96.55,282.67,447.79,54.65,27.03,876.28,61.89,1
36.99,65.72,264.63,46.48,39.01,965.2,44.44,1
45.42,56.64,97.74,39.61,44.65,552.59,29.32,1
44.34,76.9,231.02,60.55,26.87,441.53,22.04,0
136.37,221.85,324.94,58.09,41.9,1142.93,37.99,1
78.49,98.54,193.16,28.37,27.68,1959.7,34.11,0
71.68,113.45,298.48,59.51,23.17,914.34,47.89,1
112.22,175.75,219.33,60.31,29.73,234.54,31.12,1
44.45,73.66,152.7,36.54,36.77,1527.03,29.07,0
87.88,137.48,210.22,50.93,39.16,717.65,44.84,0
214.17,232.5,334.74,57.41,21.77,627.94,32.68,1
149.63,248.24,353.22,50.24,31.85,782.3,47.8,1
87.03,121.6,272.21,36.42,47.76,1561.44,49.41,1
73.5,122.03,205.31,44.03,50.89,1746.7,42.65,1
96.02,102.93,296.51,60.64,15.68,1296.71,31.52,1
162.29,178.33,287.27,59.02,14.06,778.83,44.09,1
155.35,238.88,279.44,46.99,36.8,755.43,47.88,1
178.88,207.75,263.76,46.45,24.49,392.4,43.22,1
81.41,100.61,219.93,42.43,6.14,1969.94,12.83,1
10.23,20.53,125.26,41.12,21.3,1394.37,30.94,0
205.13,302.48,403.79,62.26,42.92,202.6,61.15,1
38.87,107.91,317.54,45.2,42.48,1441.62,37.31,1
111.07,176.93,318.71,51.07,28.25,1021.95,45.17,1
10.46,134.44,197.61,39.61,27.21,2046.49,27.04,0
70.68,102.83,176.85,29.91,32.24,1747.18,20.24,0
55.31,66.67,127.72,26.75,15.31,484.07,19.8,0
179.12,222.78,269.55,48.2,29.72,1554.22,42.36,1
87.75,227.63,445.52,50.64,5.52,1096.85,37.94,1
70.19,114.53,218.74,37.07,27.35,514.74,31.94,0
94.06,186.53,222.77,49.44,20.79,1512.54,26.54,0
4.04,15.84,199.05,46.75,36.72,1217.41,56.69,0
43.69,65.7,116.83,44.08,35.0,209.23,20.3,0
48.78,128.89,222.53,53.66,22.9,1410.85,37.41,0
103.65,151.44,237.0,41.3,5.34,1388.22,21.1,1
32.52,71.23,99.72,57.69,16.86,430.97,10.76,0
79.12,170.72,189.98,34.86,34.77,830.53,34.72,0
65.68,145.04,272.22,43.83,8.4,1292.5,14.31,0
45.48,94.24,254.05,52.57,10.06,420.63,20.33,0
47.7,50.21,147.35,29.02,35.41,1812.81,31.92,0
65.27,107.52,403.7,69.47,40.52,203.6,42.18,1
13.57,71.35,125.24,32.24,20.11,350.53,25.51,0
113.18,120.31,143.55,39.27,28.01,376.41,19.87,0
38.66,95.03,201.09,37.41,49.45,1179.81,33.14,1
57.8,152.25,195.04,32.68,49.44,1359.22,35.65,0
175.17,217.37,296.17,42.95,19.45,937.29,51.29,1
114.39,131.64,275.11,34.37,43.07,712.9,30.65,1
28.02,31.05,89.19,30.09,32.92,1728.17,29.93,0
3.16,60.34,139.19,45.79,50.85,283.16,34.93,0
96.64,104.86,260.45,45.65,27.45,696.57,33.2,0
59.41,124.89,197.64,35.03,41.41,226.28,44.5,1
79.43,214.86,320.92,61.24,41.1,177.09,53.17,1
112.03,134.95,248.7,69.75,28.38,839.09,30.23,1
123.18,158.45,231.58,40.1,42.39,529.91,31.94,1
51.56,192.14,266.69,44.26,17.27,673.31,35.34,0
64.53,110.74,191.48,60.86,10.75,1750.85,25.23,0
89.56,118.67,172.74,36.31,24.98,467.81,25.67,0
93.35,178.83,281.84,50.03,49.35,1671.46,54.28,1
78.92,109.38,164.23,31.72,28.53,1466.35,25.87,0
163.53,185.12,244.72,67.28,34.86,786.57,32.65,1
92.68,157.44,200.75,54.14,34.34,1215.78,35.69,1
110.99,201.23,363.82,65.87,11.23,1016.65,38.18,1
83.34,104.79,137.44,26.39,23.34,400.37,26.79,0
32.33,81.46,293.97,41.52,38.23,1919.01,49.06,1
43.59,80.1,156.17,30.39,50.68,1260.76,36.04,1
27.05,68.33,131.68,55.5,12.9,1866.47,30.27,0
131.77,149.17,192.54,62.87,24.29,1756.46,26.28,1
19.2,87.51,133.83,34.54,9.47,305.56,14.77,0
62.73,179.31,233.97,54.92,16.39,554.18,16.83,0
53.6,74.61,415.16,51.76,22.71,433.26,43.21,0
52.6,120.87,175.46,40.63,30.41,1770.02,35.66,1
55.91,140.03,247.65,46.28,15.84,1831.77,34.18,0
182.27,231.13,301.72,52.4,15.7,1179.54,44.54,1
12.64,78.87,301.22,44.7,41.56,353.15,51.69,1
151.25,174.5,267.12,33.28,50.24,414.45,52.4,0
59.29,171.5,208.17,56.15,20.21,1736.42,24.17,0
118.21,208.92,269.56,64.71,37.34,1961.92,37.32,1
73.16,170.99,440.05,76.5,17.13,538.98,51.04,0
29.39,44.1,173.82,49.82,48.61,171.72,49.81,0
160.07,220.43,299.76,59.98,36.63,795.36,35.84,1
145.27,170.05,214.71,42.01,42.73,209.47,47.52,1
31.2,149.88,197.84,59.49,7.32,1764.55,24.43,0
101.34,122.75,162.98,45.63,33.13,1108.45,23.19,0
45.09,95.44,122.58,42.69,29.8,1401.63,31.4,0
19.96,24.9,149.91,51.05,18.77,952.4,14.11,0
38.74,88.89,201.35,46.43,17.33,823.74,6.07,0
154.43,169.31,257.77,41.53,32.26,583.29,37.41,1
120.01,182.61,357.63,46.62,38.2,1652.54,51.81,1
